"DATE","","TRANSACTION DETAILS","CHQ.NO./ Ref No.","VALUE DATE","WITHDRAWAL AMT","DEPOSIT AMT","BALANCE AMT",
"22-Mar-16","Indiaforensic AEPS NPCI WDL SET","","28494915375","22-Mar-16","","1,09,78,600.00","3,62,50,151.20",
"22-Mar-16","TRF TO","Indiaforensic SERVICES I","28494884693","22-Mar-16","1,50,00,000.00","","2,12,50,151.20",
"22-Mar-16","TRF TO","Indiaforensic SERVICES I","28494952567","22-Mar-16","1,00,00,000.00","","1,12,50,151.20",
"22-Mar-16","TRF TO","Indiaforensic SERVICES I","28494967291","22-Mar-16","30,00,000.00","","82,50,151.20",
"22-Mar-16","AEPS INCOME DT 30-06-2018","","28494966702","22-Mar-16","","42,968.17","82,93,119.37",
"22-Mar-16","AEPS GST INC DT 30-06-201","","28494870158","22-Mar-16","","8,593.63","83,01,713.00",
"22-Mar-16","AEPS INCOME DT 01-07-2018","","28494866813","22-Mar-16","","28,448.23","83,30,161.23",
"22-Mar-16","AEPS GST INC DT 01-07-201","","28494897644","22-Mar-16","","5,689.65","83,35,850.88",
"22-Mar-16","TRF TO","Indiaforensic SERVICES I","28494918814","22-Mar-16","5,00,000.00","","78,35,850.88",
"22-Mar-16","Indiaforensic AEPS NPCI WDL SET","","28494943165","22-Mar-16","","1,45,66,600.00","2,24,02,450.88",
"22-Mar-16","TRF TO","Indiaforensic SERVICES I","28494864987","22-Mar-16","1,48,00,000.00","","76,02,450.88",
"22-Mar-16","AEPS ACQUIRING ADJ FEES 0","","28494938282","22-Mar-16","3","","76,02,447.93",
"22-Mar-16","AEPS ACQ REP ADJ FEES 020","","28494876722","22-Mar-16","","5.9","76,02,453.83",
"22-Mar-16","AEPS INCOME DT 02-07-2018","","28494928694","22-Mar-16","","36,266.16","76,38,719.99",
"22-Mar-16","AEPS GST INC DT 02-07-201","","28494893130","22-Mar-16","","7,253.23","76,45,973.22",
"22-Mar-16","MAW/502964XXXXXX9901/Band","","28494930902","22-Mar-16","","500","76,46,473.22",
"22-Mar-16","MAW/502964XXXXXX9901/Band","","28494903957","22-Mar-16","","1,800.00","76,48,273.22",
"22-Mar-16","Indiaforensic AEPS NPCI WDL SET","","28494938647","22-Mar-16","","2,19,93,000.00","2,96,41,273.22",
"22-Mar-16","TRF TO","Indiaforensic SERVICES I","28494940343","22-Mar-16","1,50,00,000.00","","1,46,41,273.22",
"22-Mar-16","TRF TO","Indiaforensic SERVICES I","28494940448","22-Mar-16","70,00,000.00","","76,41,273.22",
"22-Mar-16","AEPS ACQUIRING ADJ FEES 0","","28494889535","22-Mar-16","35","","76,41,237.82",
"22-Mar-16","AEPS INCOME DT 03-07-2018","","28494862252","22-Mar-16","","55,769.54","76,97,007.36",
"22-Mar-16","AEPS GST INC DT 03-07-201","","28494915170","22-Mar-16","","11,153.91","77,08,161.27",
"22-Mar-16","Indiaforensic AEPS NPCI WDL SET","","28494914008","22-Mar-16","","1,93,12,500.00","2,70,20,661.27",
"22-Mar-16","CR817911060625/RMCPL20259/2","","28494925657","22-Mar-16","1,000.00","","2,70,19,661.27",
"22-Mar-16","CR817913095139/RMCPL17150/2","","28494943980","22-Mar-16","4,000.00","","2,70,15,661.27",
"22-Mar-16","CR817913090718/RMCPL20680/2","","28494914551","22-Mar-16","3,200.00","","2,70,12,461.27",
"22-Mar-16","CR817910049378/RMCPL09617/2","","28494955631","22-Mar-16","1,700.00","","2,70,10,761.27",
"22-Mar-16","CR817913087788/RMCPL14724/2","","28494939633","22-Mar-16","500","","2,70,10,261.27",
"22-Mar-16","CR817913087774/RMCPL20185/2","","28494879710","22-Mar-16","","5,000.00","2,70,05,261.27",
"22-Mar-16","CR818313032506/RMCPL14700/0","","28494875192","22-Mar-16","","5,000.00","2,70,00,261.27",
"22-Mar-16","CR818312015733/RMCPL17511/0","","28494880193","22-Mar-16","","1,000.00","2,69,99,261.27",
"22-Mar-16","CR818312015805/RMCPL19070/0","","28494913264","22-Mar-16","","10,000.00","2,69,89,261.27",
"22-Mar-16","CR818313026150/RMCPL25168/0","","28494926625","22-Mar-16","","500","2,69,88,761.27",
"22-Mar-16","CR818316076786/RMCPL09386/0","","28494876413","22-Mar-16","","3,000.00","2,69,85,761.27",
"22-Mar-16","CR818312011337/RMCPL20275/0","","28494897065","22-Mar-16","","6,000.00","2,69,79,761.27",
"22-Mar-16","CR818312011290/RMCPL18460/0","","28494901008","22-Mar-16","","1,200.00","2,69,78,561.27",
"22-Mar-16","CR818317083670/RMCPL21965/0","","28494886369","22-Mar-16","","1,000.00","2,69,77,561.27",
"22-Mar-16","CR818317084842/RMCPL14558/0","","28494914231","22-Mar-16","","1,600.00","2,69,75,961.27",
"22-Mar-16","CR818312005818/RMCPL22522/0","","28494890866","22-Mar-16","","2,000.00","2,69,73,961.27",
"22-Mar-16","CR818312011354/RMCPL20933/0","","28494934047","22-Mar-16","","500","2,69,73,461.27",
"22-Mar-16","CR818312014256/RMCPL09617/0","","28494964184","22-Mar-16","","3,000.00","2,69,70,461.27",
"22-Mar-16","CR818315054200/RMCPL21339/0","","28494890200","22-Mar-16","","2,000.00","2,69,68,461.27",
"22-Mar-16","CR818312015709/RMCPL16347/0","","28494949149","22-Mar-16","","1,000.00","2,69,67,461.27",
"22-Mar-16","CR818013345168/RMCPL09533/2","","28494919933","22-Mar-16","","4,000.00","2,69,63,461.27",
"22-Mar-16","CR818012318019/RMCPL14562/2","","28494946761","22-Mar-16","","10,000.00","2,69,53,461.27",
"22-Mar-16","CR818012318045/RMCPL19605/2","","28494925503","22-Mar-16","","500","2,69,52,961.27",
"22-Mar-16","CR818012315110/RMCPL21362/2","","28494896782","22-Mar-16","","2,000.00","2,69,50,961.27",
"22-Mar-16","CR818015388097/RMCPL21965/2","","28494863330","22-Mar-16","","2,000.00","2,69,48,961.27",
"22-Mar-16","CR818311999091/RMCPL24618/0","","28494879978","22-Mar-16","","2,500.00","2,69,46,461.27",
"22-Mar-16","CR817917134148/RMCPL21524/2","","28494930663","22-Mar-16","","1,500.00","2,69,44,961.27",
"22-Mar-16","CR817915118355/RMCPL21455/2","","28494948174","22-Mar-16","","2,000.00","2,69,42,961.27",
"22-Mar-16","CR817915118351/RMCPL22628/2","","28494897111","22-Mar-16","","500","2,69,42,461.27",
"22-Mar-16","CR817917134154/RMCPL21904/2","","28494893252","22-Mar-16","","2,000.00","2,69,40,461.27",
"22-Mar-16","CR817917134145/RMCPL24604/2","","28494967954","22-Mar-16","","500","2,69,39,961.27",
"22-Mar-16","CR818011300595/RMCPL18952/2","","28494942520","22-Mar-16","","8,500.00","2,69,31,461.27",
"22-Mar-16","CR818015385415/RMCPL11811/2","","28494920165","22-Mar-16","","10,000.00","2,69,21,461.27",
"22-Mar-16","CR818012327671/RMCPL21354/2","","28494862543","22-Mar-16","","3,000.00","2,69,18,461.27",
"22-Mar-16","CR818016404298/RMCPL16251/2","","28494927356","22-Mar-16","","2,500.00","2,69,15,961.27",
"22-Mar-16","CR818012327692/RMCPL26747/2","","28494932541","22-Mar-16","","1,400.00","2,69,14,561.27",
"22-Mar-16","CR818009258507/RMCPL12219/2","","28494946909","22-Mar-16","","500","2,69,14,061.27",
"22-Mar-16","CR818111578716/RMCPL20276/3","","28494943525","22-Mar-16","","10,000.00","2,69,04,061.27",
"22-Mar-16","CR818111568607/RMCPL23894/3","","28494875102","22-Mar-16","","3,500.00","2,69,00,561.27",
"22-Mar-16","CR818110558087/RMCPL19297/3","","28494971608","22-Mar-16","","5,000.00","2,68,95,561.27",
"22-Mar-16","CR818118674563/RMCPL20275/3","","28494859825","22-Mar-16","","5,000.00","2,68,90,561.27",
"22-Mar-16","CR817917134139/RMCPL16173/2","","28494916661","22-Mar-16","","500","2,68,90,061.27",
"22-Mar-16","CR817917141269/RMCPL16256/2","","28494962332","22-Mar-16","","2,000.00","2,68,88,061.27",
"22-Mar-16","CR818011281869/RMCPL22028/2","","28494906803","22-Mar-16","","5,000.00","2,68,83,061.27",
"22-Mar-16","CR818010267029/RMCPL16251/2","","28494928037","22-Mar-16","","1,000.00","2,68,82,061.27",
"22-Mar-16","CR818011301402/RMCPL24338/2","","28494881184","22-Mar-16","","500","2,68,81,561.27",
"22-Mar-16","CR818018423001/RMCPL19798/2","","28494876877","22-Mar-16","","500","2,68,81,061.27",
"22-Mar-16","CR818112597341/RMCPL22022/3","","28494879329","22-Mar-16","","2,000.00","2,68,79,061.27",
"22-Mar-16","TRF TO","Indiaforensic SERVICES I","28494892650","22-Mar-16","1,50,00,000.00","","1,18,79,061.27",
"22-Mar-16","TRF TO","Indiaforensic SERVICES I","28494897765","22-Mar-16","43,00,000.00","","75,79,061.27",
"22-Mar-16","AEPS ACQ CR ADJ FEES 0407","","28494896945","22-Mar-16","","516","75,78,545.61",
"22-Mar-16","AEPS ACQ REP ADJ FEES 040","","28494964418","22-Mar-16","","2.95","75,78,548.56",
"22-Mar-16","AEPS INCOME DT 04-07-2018","","28494896535","22-Mar-16","","49,800.23","76,28,348.79",
"22-Mar-16","AEPS GST INC DT 04-07-201","","28494898967","22-Mar-16","","9,960.05","76,38,308.84",
"22-Mar-16","MAW/502964XXXXXX6863/Akol","","28494872391","22-Mar-16","","7,000.00","76,45,308.84",
"22-Mar-16","Indiaforensic AEPS NPCI WDL SET","","28494897323","22-Mar-16","","1,86,32,000.00","2,62,77,308.84",
"22-Mar-16","CR818410227877/RMCPL09497/0","","28494940622","22-Mar-16","2,000.00","","2,62,75,308.84",
"22-Mar-16","CR818412260023/RMCPL18625/0","","28494933030","22-Mar-16","10,000.00","","2,62,65,308.84",
"22-Mar-16","CR818411245398/RMCPL18408/0","","28494891999","22-Mar-16","6,000.00","","2,62,59,308.84",
"23-Mar-16","CR818415308774/RMCPL09534/0","","28494914334","23-Mar-16","5,000.00","","2,62,54,308.84",
"23-Mar-16","CR818412274562/RMCPL18521/0","","28494966655","23-Mar-16","2,100.00","","2,62,52,208.84",
"23-Mar-16","CR818411236569/RMCPL18136/0","","28494904683","23-Mar-16","1,000.00","","2,62,51,208.84",
"23-Mar-16","CR818415322197/RMCPL16774/0","","28494903616","23-Mar-16","8,000.00","","2,62,43,208.84",
"23-Mar-16","CR818416329948/RMCPL17854/0","","28494945361","23-Mar-16","500","","2,62,42,708.84",
"23-Mar-16","CR818409216440/RMCPL18524/0","","28494946721","23-Mar-16","1,000.00","","2,62,41,708.84",
"23-Mar-16","CR818412260029/RMCPL17748/0","","28494973754","23-Mar-16","500","","2,62,41,208.84",
"23-Mar-16","CR818412267120/RMCPL15775/0","","28494913694","23-Mar-16","1,000.00","","2,62,40,208.84",
"23-Mar-16","CR818408198262/RMCPL11592/0","","28494912032","23-Mar-16","10,000.00","","2,62,30,208.84",
"23-Mar-16","CR818415322198/RMCPL14523/0","","28494915747","23-Mar-16","1,000.00","","2,62,29,208.84",
"23-Mar-16","CR818409216443/RMCPL15451/0","","28494862668","23-Mar-16","6,000.00","","2,62,23,208.84",
"23-Mar-16","CR818410227876/RMCPL25095/0","","28494863237","23-Mar-16","3,000.00","","2,62,20,208.84",
"23-Mar-16","CR818417353905/RMCPL11784/0","","28494902568","23-Mar-16","2,000.00","","2,62,18,208.84",
"23-Mar-16","CR818412274688/RMCPL26684/0","","28494870990","23-Mar-16","10,000.00","","2,62,08,208.84",
"23-Mar-16","CR818417353932/RMCPL09185/0","","28494908211","23-Mar-16","1,000.00","","2,62,07,208.84",
"23-Mar-16","CR818412274692/RMCPL17652/0","","28494872315","23-Mar-16","10,000.00","","2,61,97,208.84",
"23-Mar-16","CR818413281719/RMCPL20610/0","","28494956319","23-Mar-16","1,500.00","","2,61,95,708.84",
"23-Mar-16","CR818413281756/RMCPL12522/0","","28494905250","23-Mar-16","1,000.00","","2,61,94,708.84",
"23-Mar-16","CR818411236552/RMCPL20023/0","","28494902589","23-Mar-16","1,000.00","","2,61,93,708.84",
"23-Mar-16","CR818412260018/RMCPL19639/0","","28494894590","23-Mar-16","4,000.00","","2,61,89,708.84",
"23-Mar-16","TRF TO","Indiaforensic SERVICES I","28494928346","23-Mar-16","1,50,00,000.00","","1,11,89,708.84",
"23-Mar-16","AEPS ACQUIRING ADJ FEES 0","","28494887109","23-Mar-16","18","","1,11,89,691.14",
"23-Mar-16","AEPS ACQ CR ADJ FEES 0507","","28494863291","23-Mar-16","269","","1,11,89,422.10",
"23-Mar-16","AEPS ACQ REP ADJ FEES 050","","28494889714","23-Mar-16","","17.7","1,11,89,439.80",
"23-Mar-16","AEPS INCOME DT 05-07-2018","","28494888677","23-Mar-16","","47,084.77","1,12,36,524.57",
"23-Mar-16","AEPS GST INC DT 05-07-201","","28494960326","23-Mar-16","","9,416.95","1,12,45,941.52",
"23-Mar-16","TRF TO","Indiaforensic SERVICES I","28494899175","23-Mar-16","36,00,000.00","","76,45,941.52",
"23-Mar-16","Indiaforensic AEPS NPCI WDL SET","","28494874021","23-Mar-16","","1,88,43,900.00","2,64,89,841.52",
"23-Mar-16","CR818508479479/RMCPL18106/0","","28494935322","23-Mar-16","2,600.00","","2,64,87,241.52",
"23-Mar-16","CR818511536215/RMCPL12778/0","","28494936625","23-Mar-16","1,000.00","","2,64,86,241.52",
"23-Mar-16","CR818511536234/RMCPL16251/0","","28494944307","23-Mar-16","3,000.00","","2,64,83,241.52",
"23-Mar-16","CR818516611615/RMCPL24303/0","","28494876802","23-Mar-16","1,000.00","","2,64,82,241.52",
"23-Mar-16","CR818511523838/RMCPL12363/0","","28494877249","23-Mar-16","2,000.00","","2,64,80,241.52",
"23-Mar-16","CR818511525588/RMCPL24609/0","","28494874713","23-Mar-16","2,500.00","","2,64,77,741.52",
"23-Mar-16","CR818512544376/RMCPL22656/0","","28494956424","23-Mar-16","2,000.00","","2,64,75,741.52",
"23-Mar-16","CR818512544371/RMCPL16956/0","","28494930710","23-Mar-16","1,000.00","","2,64,74,741.52",
"23-Mar-16","CR818511524865/RMCPL23088/0","","28494940680","23-Mar-16","5,000.00","","2,64,69,741.52",
"23-Mar-16","CR818511527060/RMCPL18600/0","","28494897011","23-Mar-16","1,000.00","","2,64,68,741.52",
"23-Mar-16","CR818516611619/RMCPL25854/0","","28494913673","23-Mar-16","2,500.00","","2,64,66,241.52",
"23-Mar-16","CR818511524286/RMCPL22056/0","","28494973612","23-Mar-16","1,000.00","","2,64,65,241.52",
"23-Mar-16","CR818511524239/RMCPL20743/0","","28494975228","23-Mar-16","2,000.00","","2,64,63,241.52",
"23-Mar-16","MAW/502964XXXXXX6016/Akol","","28494895771","23-Mar-16","","700","2,64,63,941.52",
"23-Mar-16","TRF TO","Indiaforensic SERVICES I","28494920963","23-Mar-16","1,50,00,000.00","","1,14,63,941.52",
"23-Mar-16","TRF TO","Indiaforensic SERVICES I","28494938955","23-Mar-16","5,00,000.00","","1,09,63,941.52",
"23-Mar-16","TRF TO","Indiaforensic SERVICES I","28494971136","23-Mar-16","30,00,000.00","","79,63,941.52",
"23-Mar-16","AEPS ACQ CR ADJ FEES 0607","","28494964193","23-Mar-16","145","","79,63,796.38",
"23-Mar-16","","AEPS INCOME DT 06-07-2018","","28494922519","23-Mar-16","","47,565.41","80,11,361.79",
"23-Mar-16","","AEPS GST INC DT 06-07-201","","28494928742","23-Mar-16","","9,513.08","80,20,874.87",
"23-Mar-16","Indiaforensic AEPS NPCI WDL SET","","","28494864397","23-Mar-16","","1,73,65,500.00","2,53,86,374.87",
"23-Mar-16","Indiaforensic AEPS NPCI WDL SET","","","28494899060","23-Mar-16","","1,26,25,100.00","3,80,11,474.87",
"23-Mar-16","CR818610778061/RMCPL24389/0","","","28494958320","23-Mar-16","1,000.00","","3,80,10,474.87",
"23-Mar-16","CR818618909621/RMCPL18599/0","","","28494884637","23-Mar-16","1,000.00","","3,80,09,474.87",
"23-Mar-16","CR818613838475/RMCPL24532/0","","","28494905186","23-Mar-16","2,000.00","","3,80,07,474.87",
"23-Mar-16","CR818613838491/RMCPL19108/0","","","28494968403","23-Mar-16","4,500.00","","3,80,02,974.87",
"23-Mar-16","CR818618908084/RMCPL15322/0","","","28494958397","23-Mar-16","1,000.00","","3,80,01,974.87",
"23-Mar-16","CR818608755841/RMCPL17729/0","","","28494882593","23-Mar-16","1,000.00","","3,80,00,974.87",
"23-Mar-16","CR818618911045/RMCPL24776/0","","","28494944182","23-Mar-16","2,400.00","","3,79,98,574.87",
"23-Mar-16","CR818608755838/RMCPL21831/0","","","28494945928","23-Mar-16","500","","3,79,98,074.87",
"23-Mar-16","CR818618919538/RMCPL23653/0","","","28494940979","23-Mar-16","1,000.00","","3,79,97,074.87",
"23-Mar-16","CR818615872244/RMCPL14838/0","","","28494899752","23-Mar-16","2,000.00","","3,79,95,074.87",
"23-Mar-16","CR818618907008/RMCPL24776/0","","","28494964884","23-Mar-16","10,000.00","","3,79,85,074.87",
"23-Mar-16","CR818611805318/RMCPL23482/0","","","28494960313","23-Mar-16","10,000.00","","3,79,75,074.87",
"23-Mar-16","CR818617902000/RMCPL17890/0","","","28494869284","23-Mar-16","1,000.00","","3,79,74,074.87",
"23-Mar-16","CR818617906464/RMCPL25318/0","","","28494890548","23-Mar-16","500","","3,79,73,574.87",
"23-Mar-16","CR818611796795/RMCPL24657/0","","","28494940543","23-Mar-16","2,000.00","","3,79,71,574.87",
"23-Mar-16","CR818611796804/RMCPL12805/0","","","28494891054","23-Mar-16","500","","3,79,71,074.87",
"23-Mar-16","CR818611796754/RMCPL12509/0","","","28494888236","23-Mar-16","5,000.00","","3,79,66,074.87",
"23-Mar-16","CR818618907118/RMCPL18215/0","","","28494926354","23-Mar-16","2,000.00","","3,79,64,074.87",
"23-Mar-16","CR818618907044/RMCPL09982/0","","","28494899862","23-Mar-16","2,000.00","","3,79,62,074.87",
"23-Mar-16","CR818618907269/RMCPL09615/0","","","28494945676","23-Mar-16","7,000.00","","3,79,55,074.87",
"23-Mar-16","CR818610792624/RMCPL20121/0","","","28494909664","23-Mar-16","500","","3,79,54,574.87",
"23-Mar-16","CR818616887075/RMCPL11922/0","","","28494896584","23-Mar-16","500","","3,79,54,074.87",
"23-Mar-16","CR818608755837/RMCPL21533/0","","","28494900587","23-Mar-16","10,000.00","","3,79,44,074.87",
"23-Mar-16","CR818618906640/RMCPL17538/0","","","28494899820","23-Mar-16","1,000.00","","3,79,43,074.87",
"23-Mar-16","CR818618910927/RMCPL23764/0","","","28494867118","23-Mar-16","1,000.00","","3,79,42,074.87",
"23-Mar-16","CR818611796803/RMCPL18201/0","","","28494864195","23-Mar-16","2,500.00","","3,79,39,574.87",
"23-Mar-16","CR818615872249/RMCPL20978/0","","","28494922737","23-Mar-16","10,000.00","","3,79,29,574.87",
"23-Mar-16","CR818618910200/RMCPL22856/0","","","28494919331","23-Mar-16","2,000.00","","3,79,27,574.87",
"23-Mar-16","CR818617894311/RMCPL12321/0","","","28494930486","23-Mar-16","1,000.00","","3,79,26,574.87",
"23-Mar-16","CR818611813747/RMCPL25225/0","","","28494960136","23-Mar-16","2,500.00","","3,79,24,074.87",
"23-Mar-16","CR818611813775/RMCPL18244/0","","","28494961880","23-Mar-16","1,000.00","","3,79,23,074.87",
"23-Mar-16","CR818618909994/RMCPL12626/0","","","28494868411","23-Mar-16","9,500.00","","3,79,13,574.87",
"23-Mar-16","CR818618910659/RMCPL20797/0","","","28494929121","23-Mar-16","7,000.00","","3,79,06,574.87",
"23-Mar-16","TRF TO","","Indiaforensic SERVICES I","28494868220","23-Mar-16","1,50,00,000.00","","2,29,06,574.87",
"23-Mar-16","TRF TO","","Indiaforensic SERVICES I","28494941831","23-Mar-16","1,00,00,000.00","","1,29,06,574.87",
"23-Mar-16","TRF TO","","Indiaforensic SERVICES I","28494936242","23-Mar-16","50,00,000.00","","79,06,574.87",
"23-Mar-16","","AEPS ACQ CR ADJ FEES 0707","","28494964063","23-Mar-16","348","","79,06,227.36",
"23-Mar-16","","AEPS INCOME DT 07-07-2018","","28494944624","23-Mar-16","","43,328.45","79,49,555.81",
"23-Mar-16","","AEPS GST INC DT 07-07-201","","28494874532","23-Mar-16","","8,665.69","79,58,221.50",
"23-Mar-16","","","bank settlement","0","23-Mar-16","568","","79,57,653.50",
"23-Mar-16","","AEPS GST INC DT 08-07-201","","28494871539","23-Mar-16","","6,499.59","79,64,153.09",
"23-Mar-16","TRF TO","","Indiaforensic SERVICES I","28494943712","23-Mar-16","4,00,000.00","","75,64,153.09",
"23-Mar-16","Indiaforensic AEPS NPCI WDL SET","","","28494865658","23-Mar-16","","1,89,69,000.00","2,65,33,153.09",
"23-Mar-16","TRF TO","","Indiaforensic SERVICES I","28494972497","23-Mar-16","50,00,000.00","","2,15,33,153.09",
"23-Mar-16","TRF TO","","Indiaforensic SERVICES I","28494908529","23-Mar-16","50,00,000.00","","1,65,33,153.09",
"23-Mar-16","TRF TO","","Indiaforensic SERVICES I","28494956796","23-Mar-16","50,00,000.00","","1,15,33,153.09",
"23-Mar-16","TRF TO","Indiaforensic SERVICES I","28494891488","23-Mar-16","30,00,000.00","","85,33,153.09",
"23-Mar-16","TRF TO","Indiaforensic SERVICES I","28494917579","23-Mar-16","5,00,000.00","","80,33,153.09",
"23-Mar-16","TRF TO","Indiaforensic SERVICES I","28494898018","23-Mar-16","4,00,000.00","","76,33,153.09",
"23-Mar-16","AEPS INCOME DT 09-07-2018","","28494928389","23-Mar-16","","48,533.01","76,81,686.10",
"23-Mar-16","AEPS GST INC DT 09-07-201","","28494955491","23-Mar-16","","9,706.60","76,91,392.70",
"23-Mar-16","AEPS ACQ REP ADJ FEES 080","","28494901878","23-Mar-16","","11.8","76,91,404.50",
"23-Mar-16","Indiaforensic AEPS NPCI WDL SET","","28494929314","23-Mar-16","","2,05,47,500.00","2,82,38,904.50",
"23-Mar-16","TRF TO","Indiaforensic SERVICES I","28494872462","23-Mar-16","1,50,00,000.00","","1,32,38,904.50",
"23-Mar-16","TRF TO","Indiaforensic SERVICES I","28494867544","23-Mar-16","56,00,000.00","","76,38,904.50",
"23-Mar-16","AEPS INCOME DT 10-07-2018","","28494964430","23-Mar-16","","51,568.79","76,90,473.29",
"23-Mar-16","AEPS GST INC DT 10-07-201","","28494924637","23-Mar-16","","10,313.76","77,00,787.05",
"23-Mar-16","AEPS ACQUIRING ADJ FEES 1","","28494964357","23-Mar-16","32","","77,00,754.60",
"23-Mar-16","MAW/502964XXXXXX3725/Karu","","28494897897","23-Mar-16","","1,600.00","77,02,354.60",
"23-Mar-16","Indiaforensic AEPS NPCI WDL SET","","28494917252","23-Mar-16","","1,89,54,100.00","2,66,56,454.60",
"23-Mar-16","MAW/502964XXXXXX1878/Karu","","28494889810","23-Mar-16","","1,600.00","2,66,58,054.60",
"23-Mar-16","MAW/502964XXXXXX6904/Karu","","28494927932","23-Mar-16","","1,600.00","2,66,59,654.60",
"23-Mar-16","MAW/502964XXXXXX1886/Karu","","28494937410","23-Mar-16","","1,600.00","2,66,61,254.60",
"23-Mar-16","MAW/502964XXXXXX3632/Karu","","28494872393","23-Mar-16","","1,600.00","2,66,62,854.60",
